timestamp,count,density,smoothed
2026-04-26T14:38:16.320758+00:00,142,High,142.28183421377344
2026-04-26T14:38:16.789291+00:00,142,High,142.1972839496414
2026-04-26T14:38:17.283333+00:00,142,High,142.43809876474896
2026-04-26T14:38:17.780465+00:00,142,High,141.70666913532426
2026-04-26T14:38:18.254990+00:00,140,High,140.29466839472698
2026-04-26T14:38:18.739444+00:00,141,High,141.40626787630887
2026-04-26T14:38:19.230379+00:00,141,High,141.28438751341622
2026-04-26T14:38:19.728269+00:00,141,High,141.49907125939134
2026-04-26T14:38:20.220741+00:00,142,High,142.24934988157392
2026-04-26T14:38:20.689602+00:00,143,High,142.77454491710174
2026-04-26T14:38:21.160800+00:00,143,High,142.8421814419712
2026-04-26T14:38:21.621856+00:00,144,High,143.78952700937984
2026-04-26T14:38:22.142979+00:00,144,High,143.55266890656588
2026-04-26T14:38:22.656063+00:00,143,High,143.3868682345961
2026-04-26T14:38:23.108506+00:00,142,High,142.37080776421726
2026-04-26T14:38:23.593040+00:00,142,High,142.25956543495207
2026-04-26T14:38:24.072213+00:00,141,High,141.28169580446644
2026-04-26T14:38:24.561374+00:00,143,High,142.69718706312648
2026-04-26T14:38:25.040380+00:00,143,High,143.08803094418852
2026-04-26T14:38:25.516198+00:00,144,High,144.26162166093195
2026-04-26T14:38:25.975002+00:00,145,High,144.78313516265234
2026-04-26T14:38:26.440313+00:00,146,High,146.04819461385662
2026-04-26T14:38:26.922982+00:00,145,High,145.43373622969963
2026-04-26T14:38:27.426030+00:00,146,High,146.20361536078974
2026-04-26T14:38:27.912717+00:00,146,High,145.84253075255282
2026-04-26T14:38:28.398786+00:00,147,High,147.08977152678696
2026-04-26T14:38:28.893103+00:00,146,High,146.16284006875085
2026-04-26T14:38:29.383593+00:00,146,High,146.4139880481256
2026-04-26T14:38:29.887081+00:00,146,High,145.9897916336879
2026-04-26T14:38:30.338891+00:00,147,High,146.89285414358153
2026-04-26T14:38:30.812488+00:00,147,High,146.92499790050707
2026-04-26T14:38:31.301328+00:00,147,High,146.64749853035494
2026-04-26T14:38:31.796261+00:00,146,High,146.45324897124846
2026-04-26T14:38:32.293270+00:00,147,High,146.9172742798739
2026-04-26T14:38:32.773616+00:00,146,High,145.74209199591172
